SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1649446861.753311, 2.996343, -7.724143, 1.267879, 1.549961, 1.299328, 2.781832, 120.402054, -52.822708, 7.245483
1649446861.786836, 2.578854, -9.141960, 1.255160, 1.711084, 1.213644, 3.568384, 117.402100, -61.664246, 12.361755
1649446861.820234, 2.036269, -11.238083, 1.504456, 1.957040, 1.374600, 3.762475, 111.542633, -70.963242, 20.021637
1649446861.853723, 2.235885, -13.348572, 1.904737, 2.039436, 1.955810, 3.386623, 100.346954, -81.482361, 32.326294
1649446861.887071, 3.825934, -14.870237, 1.482460, 1.602028, 1.603228, 3.022233, 89.138962, -86.104904, 42.195328
1649446861.920423, 4.134936, -10.600926, 2.593519, 1.198189, -0.023162, 2.478811, 77.680191, -87.607941, 51.015091
1649446861.953565, 5.870732, -10.901099, -0.918027, 0.817483, -0.216660, 1.318074, 69.424820, -86.986694, 58.941360
1649446861.986880, 2.534711, -9.034221, -1.699584, -0.107887, 0.122353, -0.169128, 64.292038, -86.989609, 65.784622
1649446862.020364, 6.636577, -10.020183, -0.410306, -0.682416, -0.095325, -1.942319, 65.608047, -88.792664, 67.360947
1649446862.053549, -11.547534, -17.853412, 3.371634, -0.714679, -1.072883, -0.548328, 67.643051, -90.314285, 68.218246
1649446862.086879, 8.138041, -13.081170, -5.645079, -0.997694, 0.690354, -2.048170, 71.903366, -91.280472, 65.316254
1649446862.120217, 3.939958, -7.907749, -0.092925, -0.192415, 1.404849, -1.635296, 74.688766, -92.242065, 64.685242
1649446862.153604, 10.501567, -9.596260, 4.673781, -0.252592, -0.547867, -0.610587, 76.243454, -92.466995, 63.838486
1649446862.186866, -0.495600, -9.940875, 1.601721, 0.030789, -2.298892, -0.131191, 79.557480, -91.545151, 65.343292
1649446862.220201, -4.540603, -10.565313, 1.486799, -0.185281, 0.274093, -0.549429, 80.594864, -91.321930, 64.765427
1649446862.253555, 5.643582, -8.511088, 4.332757, -0.151262, -1.244178, -0.361312, 82.083069, -91.098679, 64.571106
1649446862.286686, -3.001581, -9.550919, 3.338265, -0.336337, -0.767162, -0.590623, 84.128296, -90.693939, 64.036392
